name,categoryid,adress,placeUrl,location_x,location_y,phone
수목원농장,WKND,경기도 부천시 춘의동 461,,37.50118,126.8145,
숲속의포도원 주말농장,WKND,경기도 안양시 동안구 관양동 산18-1,,37.40453,126.9738,
신길주말농장,WKND,경기도 안산시 단원구 신길동 1380,,37.33933,126.7619,
신천동주말농장,WKND,경기도 시흥시 신천동 192,,37.43532,126.7846,
신촌 시민주말농장,WKND,경기도 광명시 소하동 1344,,37.44579,126.8942,
신현동주말농장,WKND,경기도 시흥시 포동 14,,37.40561,126.7839,
약수터,WKND,경기도 과천시 문원동 373-1,,37.41863,126.9987,
양정주말농장,WKND,경기도 남양주시 일패동 703-3,,37.61949,127.1769,
어르신 주말농장,WKND,경기도 이천시 관고동 77-11,,37.28452,127.4344,
어여비주말농장,WKND,경기도 의왕시 이동 551-3,https://ayeobi.com/,37.33118,126.9648,0507-1352-2539
옥길 시민주말농장,WKND,경기도 광명시 옥길동 259-26,,37.46104,126.8416,
여울농장,WKND,경기도 양주시 장흥면 삼상리 446-12,,37.68818,126.9305,
연꽃주말농장,WKND,경기도 수원시 장안구 하광교동 260,,37.31226,127.0245,010-5168-6821
연성동주말농장,WKND,경기도 시흥시 신천동 650,,37.43438,126.7726,
옥길시민주말농장,WKND,경기도 광명시 옥길동 259-26,,37.46104,126.8416,
옥련주말농장,WKND,경기도 부천시 옥길동 479-5,,37.47135,126.8273,
옥탑골,WKND,경기도 과천시 갈현동 251,,37.40722,126.9817,
와부읍 주말농장,WKND,경기도 남양주시 와부읍 월문리 371-3,,37.60831,127.2629,
왕림주말농원,WKND,경기도 화성시 봉담읍 왕림리 30,,37.20007,126.9426,
용인시민농장,WKND,경기도 용인시 처인구 마평동 573-8,,37.22805,127.2152,031-324-4034
우리가족 주말농장,WKND,경기도 동두천시 탑동동 351-3,,37.89075,127.1094,
운산주말농장,WKND,경기도 남양주시 별내면 청학리 23,,37.71331,127.1264,
원당텃밭,WKND,경기도 고양시 덕양구 성사동 471,,37.65819,126.8463,
월곶동 주민자취위원회(바다향기 주말농장),WKND,경기도 시흥시 월곶동 995,,37.38869,126.7416,
월곶동주말농장,WKND,경기도 시흥시 월곶동 425-4,,37.37644,126.7608,
웰빙주말농장,WKND,경기도 수원시 장안구 상광교동 193,,37.32923,127.0206,
웰빙주말농장,WKND,경기도 안산시 상록구 양상동 280,,37.34306,126.8553,
웰빙주말농장,WKND,경기도 화성시 진안동 692-2,,37.22093,127.0368,
유원주말농장,WKND,경기도 안양시 만안구 석수동 145-2,,37.42521,126.9149,0507-1315-1663
은성주말농장,WKND,경기도 안산시 상록구 장상동 109,,37.35428,126.8692,
은행동주말농장,WKND,경기도 시흥시 안현동 99,,37.43366,126.8136,
자현,WKND,경기도 과천시 문원동 219,,37.42442,127.0001,
한솔주말농장,WKND,경기도 수원시 장안구 상광교동 284-1,,37.32585,127.0142,
햇님주말농장,WKND,경기도 화성시 진안동 35-24,,37.22427,127.0361,
행복가꿈농장,WKND,경기도 평택시 청북읍 토진리 172-4,http://happygreenfarm.modoo.at/,37.03989,126.9497,010-3017-5072
행복마을주말농장,WKND,경기도 평택시 청북읍 고잔리 924,,37.04635,126.8937,
행복텃밭,EXP,경기도 화성시 매송면 어천리 606-2,http://instagram.com/farm_happygarden,37.2471,126.904,0507-1403-2798
화랑주말농장,WKND,경기도 안산시 단원구 초지동 666-2,,37.32106,126.8098,
힐링캠프주말농장,WKND,경기도 화성시 진안동 692,,37.22072,127.0373,
OK주말농장,WKND,경기도 부천시 고강동 200-9,,37.5312,126.8126,
크로바농장,WKND,경기도 수원시 장안구 파장동 365-4,,37.32059,127.0071,
팝콘주말농장,WKND,경기도 군포시 부곡동 129-3,,37.33689,126.9346,0507-1307-9415
풍년,WKND,경기도 과천시 문원동 378,,37.42011,126.9964,
하나로주말농장,WKND,경기도 고양시 덕양구 대장동 567-3,,37.63366,126.8152,0507-1328-3507
하남도시농사협동조합주말농장,WKND,경기도 하남시 교산동 174-2,,37.52677,127.2069,
하번천리,WKND,경기도 광주시 남한산성면 하번천리 120,,37.43875,127.2881,
하이디농장,WKND,경기도 의왕시 청계동 207-1,,37.39605,127.0242,010-5652-1690
지연네주말농장,WKND,경기도 부천시 대장동 304-3,,37.54017,126.7879,
지월리,WKND,경기도 광주시 초월읍 지월리 680,,37.40392,127.2882,
천생연분마을주말농장,WKND,경기도 양주시 장흥면 삼상리 210-2,,37.69124,126.9303,031-855-6223
천천동 시민농장,WKND,경기도 수원시 장안구 천천동 388-2,,37.29012,126.9752,
청궁주말농장,WKND,경기도 화성시 봉담읍 내리 816,,37.23671,126.924,
청목농장,WKND,경기도 의왕시 내손동 547-2,,37.3787,126.9925,010-4563-6664
청산농원,WKND,경기도 화성시 안녕동 71-480,http://cafe.daum.net/ChungSanFarm,37.20003,127.0102,031-238-7744
청송유기농주말농장,WKND,경기도 고양시 일산서구 법곳동 1567,https://blog.naver.com/wise319/221888421934,37.66403,126.7158,0507-1317-2839
청옥주말농장,WKND,경기도 평택시 청북읍 옥길리 산 54-1,,37.02524,126.9104,
장안뜰주말농장,WKND,경기도 화성시 봉담읍 내리 44,,37.23865,126.9355,
전원주말농장,WKND,경기도 평택시 지산동 590-1,,37.08048,127.0725,
정암주말농장,WKND,경기도 평택시 이충동 576,,37.05496,127.0666,
정왕동 주민공동체(환영 주말농장),WKND,경기도 시흥시 정왕동 622,,37.35507,126.7526,
정왕동주말농장,WKND,경기도 시흥시 정왕동 871-12,,37.35994,126.7421,
정왕본동주말농장,WKND,경기도 시흥시 정왕동 855,,37.358,126.7389,
제2화랑주말농장,WKND,경기도 안산시 단원구 초지동 667,,37.32507,126.81,
좋은이웃 공공형 주말농장,WKND,경기도 시흥시 정왕동 871-27,,37.36117,126.7433,
영재네주말농장,WKND,경기도 부천시 대장동 235-7,,37.54034,126.7843,
예술공원 주말농장,WKND,경기도 안양시 만안구 석수동 221-1,,37.41988,126.9178,
